customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00335,2014-11-18,Silver,Premium,18-24,Web,Hawthorn,9,5085.61,True,3122,VIC,Australia,de,Organic,Active,Desktop,mail.test,5+,Monthly
CUS00336,2014-04-21,Silver,Mainstream,45-54,Store,Melbourne,14,6372.23,True,3000,VIC,Australia,hi,Store,Active,Desktop,inbox.example,1,Weekly
CUS00337,2015-11-18,Bronze,Small Business,25-34,Web,Brunswick,20,17082.71,True,3056,VIC,Australia,pt,Paid Search,Active,Tablet,mail.test,3-4,Weekly
CUS00338,2016-02-20,Gold,Small Business,35-44,Web,Docklands,17,6317.48,True,3008,VIC,Australia,it,Paid Search,Active,Tablet,example.net,3-4,Essential only
CUS00339,2017-06-24,Bronze,Value,18-24,Web,St Kilda,4,1220.81,False,3182,VIC,Australia,de,Store,Active,Mobile,example.net,1,Weekly
CUS00340,2013-11-16,Bronze,Premium,45-54,Store,Brunswick,9,2397.05,False,3056,VIC,Australia,hi,Store,Active,Tablet,example.net,2,Quarterly
CUS00341,2016-09-18,Gold,Small Business,55+,Web,Southbank,16,10183.17,False,3006,VIC,Australia,hi,Organic,Active,Tablet,mail.test,5+,Quarterly
CUS00342,2015-06-06,Bronze,Small Business,25-34,Mobile,Hawthorn,12,7682.0,False,3122,VIC,Australia,ja,Organic,Active,Tablet,mail.test,2,Monthly
CUS00343,2016-11-01,Bronze,Small Business,45-54,Mobile,Richmond,8,4530.36,True,3121,VIC,Australia,ru,Social,Active,Tablet,inbox.example,1,Quarterly
CUS00344,2017-12-27,Silver,Small Business,35-44,Web,Richmond,18,12736.0,True,3121,VIC,Australia,it,Organic,Active,Tablet,inbox.example,1,Essential only
CUS00345,2017-06-16,Gold,Small Business,55+,Web,Northcote,9,2913.6,True,3070,VIC,Australia,en,Organic,Active,Mobile,mail.test,5+,Weekly
CUS00346,2017-09-13,Gold,Mainstream,18-24,Store,Carlton,2,1287.24,True,3053,VIC,Australia,ru,Paid Search,Active,Mobile,example.net,5+,Monthly
CUS00347,2016-08-18,Gold,Small Business,25-34,Mobile,Southbank,1,803.44,True,3006,VIC,Australia,hi,Organic,Active,Desktop,example.net,2,Weekly
CUS00348,2015-12-03,Bronze,Premium,45-54,Web,Hawthorn,19,6521.59,True,3122,VIC,Australia,it,Referral,Active,Tablet,example.net,1,Weekly
CUS00349,2017-05-13,Bronze,Mainstream,25-34,Mobile,Melbourne,19,3437.46,True,3000,VIC,Australia,it,Store,Active,Mobile,example.net,1,Quarterly
CUS00350,2014-09-08,Bronze,Premium,25-34,Store,Carlton,15,10888.64,True,3053,VIC,Australia,de,Store,Active,Mobile,example.net,5+,Quarterly
CUS00351,2017-09-09,Silver,Value,18-24,Store,Hawthorn,18,8799.4,True,3122,VIC,Australia,it,Organic,Active,Mobile,mail.test,1,Quarterly
CUS00352,2013-10-17,Bronze,Value,18-24,Web,Richmond,16,14464.67,True,3121,VIC,Australia,nl,Social,Active,Mobile,mail.test,1,Quarterly
CUS00353,2013-07-26,Bronze,Small Business,55+,Store,Richmond,12,2431.59,False,3121,VIC,Australia,pl,Organic,Active,Desktop,example.net,2,Monthly
CUS00354,2017-09-16,Platinum,Premium,55+,Store,Brunswick,2,658.13,True,3056,VIC,Australia,en,Referral,Active,Desktop,mail.test,1,Monthly
CUS00355,2014-08-01,Silver,Premium,55+,Web,Docklands,0,328.42,False,3008,VIC,Australia,it,Organic,Active,Mobile,example.net,2,Weekly
CUS00356,2013-02-20,Gold,Small Business,18-24,Mobile,Footscray,7,1407.39,False,3011,VIC,Australia,fr,Social,Active,Desktop,example.net,1,Weekly
CUS00357,2013-11-21,Silver,Value,18-24,Web,Hawthorn,17,2171.37,True,3122,VIC,Australia,ar,Referral,Active,Tablet,inbox.example,2,Essential only
CUS00358,2016-04-17,Bronze,Value,45-54,Web,Hawthorn,4,570.17,True,3122,VIC,Australia,hi,Store,Active,Desktop,mail.test,2,Weekly
CUS00359,2015-02-10,Platinum,Value,45-54,Web,Melbourne,11,9130.42,True,3000,VIC,Australia,en,Paid Search,Active,Mobile,example.net,3-4,Essential only
CUS00360,2013-07-10,Silver,Mainstream,45-54,Web,Melbourne,9,1620.52,False,3000,VIC,Australia,es,Social,Active,Tablet,inbox.example,5+,Weekly
CUS00361,2015-08-22,Bronze,Small Business,25-34,Web,Richmond,16,9042.24,False,3121,VIC,Australia,nl,Store,Active,Tablet,example.net,2,Essential only
CUS00362,2013-08-19,Bronze,Premium,35-44,Mobile,St Kilda,10,4892.33,False,3182,VIC,Australia,en,Store,Active,Desktop,example.net,2,Monthly
CUS00363,2015-04-25,Gold,Value,25-34,Store,Southbank,17,3606.07,True,3006,VIC,Australia,ar,Referral,Active,Mobile,example.net,1,Quarterly
CUS00364,2016-08-26,Bronze,Mainstream,35-44,Store,Brunswick,17,7828.87,True,3056,VIC,Australia,ja,Social,Active,Mobile,example.net,2,Monthly
CUS00365,2015-04-12,Gold,Mainstream,35-44,Store,Southbank,20,15520.76,True,3006,VIC,Australia,hi,Organic,Active,Mobile,mail.test,2,Monthly
CUS00366,2014-05-04,Bronze,Premium,25-34,Mobile,Brunswick,3,382.31,True,3056,VIC,Australia,de,Store,Active,Tablet,inbox.example,1,Monthly
CUS00367,2013-12-05,Bronze,Mainstream,55+,Web,Southbank,8,6447.07,False,3006,VIC,Australia,es,Store,Active,Mobile,mail.test,3-4,Essential only
CUS00368,2015-07-27,Bronze,Small Business,45-54,Web,Docklands,18,6904.97,True,3008,VIC,Australia,de,Organic,Dormant,Tablet,inbox.example,3-4,Quarterly
CUS00369,2014-02-21,Bronze,Premium,35-44,Store,Docklands,4,2555.88,True,3008,VIC,Australia,pt,Social,Active,Mobile,mail.test,1,Quarterly
CUS00370,2016-11-18,Gold,Value,25-34,Mobile,Carlton,5,5135.84,True,3053,VIC,Australia,ar,Store,Active,Tablet,inbox.example,5+,Monthly
CUS00371,2015-03-17,Bronze,Mainstream,35-44,Store,Carlton,3,1973.55,True,3053,VIC,Australia,it,Store,Active,Mobile,inbox.example,2,Monthly
CUS00372,2014-08-16,Silver,Mainstream,18-24,Web,Hawthorn,17,3153.71,False,3122,VIC,Australia,en,Paid Search,Active,Mobile,example.net,1,Essential only
CUS00373,2013-03-18,Bronze,Premium,35-44,Mobile,Hawthorn,7,4546.79,True,3122,VIC,Australia,fr,Store,Active,Mobile,mail.test,2,Quarterly
CUS00374,2017-12-17,Silver,Mainstream,35-44,Store,Carlton,12,6445.49,True,3053,VIC,Australia,it,Store,Active,Desktop,inbox.example,2,Monthly
CUS00375,2014-12-20,Silver,Premium,18-24,Web,St Kilda,5,3987.28,False,3182,VIC,Australia,nl,Organic,Active,Mobile,inbox.example,2,Quarterly
CUS00376,2015-02-15,Silver,Mainstream,45-54,Web,Docklands,9,5236.39,True,3008,VIC,Australia,nl,Organic,Active,Tablet,example.net,3-4,Quarterly
CUS00377,2015-02-03,Bronze,Value,18-24,Web,Carlton,5,4063.46,False,3053,VIC,Australia,de,Social,Active,Tablet,example.net,5+,Monthly
CUS00378,2015-05-04,Bronze,Value,55+,Store,Docklands,14,12252.0,True,3008,VIC,Australia,fr,Paid Search,Active,Mobile,mail.test,5+,Weekly
CUS00379,2013-03-22,Bronze,Premium,18-24,Store,Footscray,5,1571.37,True,3011,VIC,Australia,nl,Paid Search,Dormant,Mobile,example.net,2,Weekly
CUS00380,2016-03-26,Silver,Mainstream,45-54,Store,Northcote,14,6211.1,False,3070,VIC,Australia,zh,Paid Search,Active,Mobile,mail.test,1,Monthly
CUS00381,2014-06-14,Silver,Premium,35-44,Store,Hawthorn,21,6143.6,True,3122,VIC,Australia,fr,Social,Dormant,Mobile,inbox.example,5+,Essential only
CUS00382,2013-01-08,Bronze,Value,55+,Store,Northcote,1,1735.37,False,3070,VIC,Australia,pl,Store,Active,Desktop,mail.test,3-4,Monthly
CUS00383,2013-05-13,Silver,Value,45-54,Store,Richmond,2,323.97,True,3121,VIC,Australia,de,Social,Active,Tablet,mail.test,3-4,Quarterly
CUS00384,2017-11-20,Bronze,Value,55+,Mobile,Richmond,17,13525.6,True,3121,VIC,Australia,ru,Social,Active,Tablet,inbox.example,2,Weekly
CUS00385,2013-01-24,Platinum,Small Business,55+,Web,Southbank,16,9097.01,False,3006,VIC,Australia,es,Paid Search,Active,Desktop,inbox.example,3-4,Essential only
CUS00386,2016-09-07,Bronze,Premium,55+,Mobile,Hawthorn,3,1796.94,True,3122,VIC,Australia,es,Paid Search,Active,Desktop,example.net,3-4,Essential only
CUS00387,2017-12-21,Silver,Premium,25-34,Web,Hawthorn,1,800.92,True,3122,VIC,Australia,nl,Referral,Dormant,Desktop,mail.test,1,Quarterly
CUS00388,2013-06-13,Gold,Small Business,35-44,Web,Footscray,7,2237.48,True,3011,VIC,Australia,ru,Paid Search,Active,Desktop,example.net,1,Monthly
CUS00389,2015-08-16,Bronze,Small Business,25-34,Mobile,Southbank,8,7374.29,True,3006,VIC,Australia,nl,Organic,Active,Tablet,example.net,1,Quarterly
CUS00390,2015-02-21,Silver,Small Business,35-44,Mobile,Footscray,1,571.19,True,3011,VIC,Australia,ar,Paid Search,Dormant,Tablet,mail.test,3-4,Weekly
CUS00391,2014-08-07,Silver,Small Business,25-34,Web,Docklands,6,1764.74,True,3008,VIC,Australia,en,Store,Active,Mobile,example.net,2,Quarterly
CUS00392,2013-03-13,Silver,Small Business,35-44,Store,Richmond,0,721.41,True,3121,VIC,Australia,it,Organic,Active,Mobile,mail.test,2,Essential only
CUS00393,2016-07-23,Silver,Mainstream,18-24,Mobile,Northcote,5,3102.42,True,3070,VIC,Australia,ja,Paid Search,Active,Tablet,example.net,3-4,Essential only
CUS00394,2014-01-09,Gold,Value,18-24,Web,Melbourne,18,10106.61,True,3000,VIC,Australia,zh,Social,Review,Desktop,inbox.example,3-4,Weekly
CUS00395,2014-06-23,Silver,Premium,35-44,Web,Carlton,8,5561.42,True,3053,VIC,Australia,it,Store,Active,Desktop,example.net,2,Quarterly
CUS00396,2013-12-10,Silver,Premium,55+,Store,Brunswick,15,3919.12,True,3056,VIC,Australia,it,Social,Active,Mobile,mail.test,3-4,Weekly
CUS00397,2016-08-07,Silver,Mainstream,45-54,Web,Southbank,7,5556.15,True,3006,VIC,Australia,ar,Organic,Active,Tablet,inbox.example,3-4,Quarterly
CUS00398,2014-01-08,Bronze,Mainstream,55+,Mobile,Southbank,18,12728.09,True,3006,VIC,Australia,ar,Paid Search,Active,Mobile,inbox.example,5+,Monthly
CUS00399,2015-06-26,Bronze,Mainstream,35-44,Web,Brunswick,21,14418.68,False,3056,VIC,Australia,it,Referral,Active,Desktop,mail.test,1,Weekly
CUS00400,2015-07-15,Bronze,Mainstream,45-54,Mobile,Footscray,20,16565.6,True,3011,VIC,Australia,it,Social,Active,Desktop,example.net,5+,Essential only
CUS00401,2014-07-13,Bronze,Premium,25-34,Web,Northcote,11,7476.9,True,3070,VIC,Australia,nl,Paid Search,Active,Desktop,mail.test,1,Essential only
CUS00402,2015-06-11,Silver,Value,45-54,Mobile,Northcote,19,16898.28,True,3070,VIC,Australia,nl,Store,Dormant,Desktop,mail.test,5+,Essential only
CUS00403,2014-02-01,Bronze,Value,18-24,Mobile,Melbourne,0,629.84,False,3000,VIC,Australia,hi,Social,Active,Tablet,mail.test,3-4,Monthly
CUS00404,2016-06-04,Bronze,Value,35-44,Web,Brunswick,8,5264.2,True,3056,VIC,Australia,en,Referral,Dormant,Mobile,inbox.example,1,Essential only
CUS00405,2013-06-15,Bronze,Value,25-34,Mobile,Southbank,15,1375.48,True,3006,VIC,Australia,fr,Social,Active,Tablet,mail.test,5+,Essential only
CUS00406,2013-06-08,Gold,Mainstream,45-54,Web,Brunswick,2,774.48,False,3056,VIC,Australia,ru,Store,Dormant,Mobile,example.net,5+,Quarterly
CUS00407,2014-10-03,Silver,Value,25-34,Store,St Kilda,9,3154.32,True,3182,VIC,Australia,es,Social,Active,Mobile,example.net,3-4,Quarterly
CUS00408,2013-04-13,Silver,Small Business,45-54,Web,Docklands,3,3138.0,True,3008,VIC,Australia,hi,Social,Active,Tablet,inbox.example,5+,Essential only
CUS00409,2014-02-02,Platinum,Small Business,25-34,Store,Northcote,0,214.38,True,3070,VIC,Australia,pl,Referral,Dormant,Mobile,mail.test,3-4,Monthly
CUS00410,2014-08-04,Silver,Value,55+,Mobile,Docklands,11,9690.35,True,3008,VIC,Australia,ru,Paid Search,Active,Desktop,mail.test,3-4,Essential only
CUS00411,2015-08-06,Gold,Small Business,55+,Store,Docklands,21,8755.26,True,3008,VIC,Australia,zh,Social,Active,Desktop,inbox.example,2,Essential only
CUS00412,2017-04-17,Silver,Small Business,25-34,Mobile,Hawthorn,13,11835.56,True,3122,VIC,Australia,ja,Paid Search,Active,Desktop,mail.test,3-4,Monthly
CUS00413,2014-03-15,Bronze,Mainstream,35-44,Store,Footscray,15,11850.33,True,3011,VIC,Australia,ar,Paid Search,Review,Mobile,mail.test,5+,Quarterly
CUS00414,2016-05-04,Silver,Mainstream,18-24,Web,Brunswick,13,7274.32,True,3056,VIC,Australia,it,Paid Search,Active,Tablet,inbox.example,3-4,Weekly
CUS00415,2013-12-21,Bronze,Small Business,25-34,Mobile,Melbourne,17,9066.99,True,3000,VIC,Australia,pl,Referral,Active,Desktop,mail.test,1,Weekly
CUS00416,2016-09-25,Gold,Mainstream,35-44,Web,Brunswick,17,15919.46,True,3056,VIC,Australia,it,Paid Search,Active,Tablet,inbox.example,2,Weekly
CUS00417,2014-11-02,Silver,Value,35-44,Store,Melbourne,16,8402.29,True,3000,VIC,Australia,pt,Store,Active,Mobile,example.net,5+,Essential only
CUS00418,2015-08-01,Platinum,Value,35-44,Mobile,St Kilda,18,15331.92,False,3182,VIC,Australia,zh,Store,Active,Mobile,mail.test,5+,Essential only
CUS00419,2016-01-23,Gold,Small Business,45-54,Mobile,St Kilda,21,2461.75,True,3182,VIC,Australia,es,Store,Active,Tablet,mail.test,5+,Monthly
CUS00420,2014-02-07,Silver,Premium,45-54,Mobile,Footscray,12,6051.01,True,3011,VIC,Australia,pl,Paid Search,Active,Desktop,mail.test,2,Monthly
CUS00421,2016-02-19,Silver,Value,35-44,Web,Melbourne,1,574.21,True,3000,VIC,Australia,nl,Paid Search,Dormant,Tablet,example.net,2,Quarterly
CUS00422,2015-09-17,Silver,Small Business,35-44,Mobile,Southbank,19,9234.29,True,3006,VIC,Australia,it,Social,Active,Mobile,mail.test,5+,Essential only
CUS00423,2017-09-05,Bronze,Premium,55+,Store,Melbourne,7,5957.69,True,3000,VIC,Australia,es,Referral,Active,Tablet,example.net,5+,Quarterly
CUS00424,2013-11-04,Bronze,Premium,45-54,Mobile,Southbank,19,11825.75,True,3006,VIC,Australia,de,Paid Search,Active,Desktop,example.net,5+,Weekly
CUS00425,2017-08-14,Silver,Mainstream,35-44,Web,Melbourne,17,3349.54,True,3000,VIC,Australia,en,Social,Dormant,Desktop,inbox.example,1,Monthly
CUS00426,2017-04-14,Bronze,Premium,25-34,Mobile,Northcote,5,974.8,True,3070,VIC,Australia,nl,Paid Search,Active,Mobile,example.net,1,Essential only
CUS00427,2016-12-25,Gold,Small Business,55+,Store,St Kilda,3,1879.79,True,3182,VIC,Australia,it,Social,Active,Tablet,example.net,1,Quarterly
CUS00428,2017-04-02,Bronze,Mainstream,35-44,Mobile,Richmond,4,469.32,False,3121,VIC,Australia,hi,Store,Active,Mobile,inbox.example,3-4,Monthly
CUS00429,2017-09-15,Silver,Premium,35-44,Web,Hawthorn,7,6187.52,True,3122,VIC,Australia,ar,Organic,Active,Tablet,inbox.example,5+,Weekly
CUS00430,2013-09-25,Silver,Premium,45-54,Mobile,Richmond,10,4329.07,True,3121,VIC,Australia,zh,Organic,Active,Mobile,mail.test,2,Essential only
CUS00431,2014-08-20,Silver,Premium,45-54,Store,Richmond,0,174.54,False,3121,VIC,Australia,it,Organic,Active,Tablet,mail.test,3-4,Quarterly
CUS00432,2015-04-22,Silver,Premium,55+,Web,Hawthorn,16,15109.31,True,3122,VIC,Australia,ar,Paid Search,Active,Mobile,mail.test,5+,Essential only
CUS00433,2016-03-19,Bronze,Small Business,25-34,Web,St Kilda,1,1285.13,True,3182,VIC,Australia,es,Organic,Active,Mobile,example.net,5+,Weekly
CUS00434,2017-01-05,Silver,Premium,18-24,Store,Melbourne,17,8653.33,True,3000,VIC,Australia,ja,Organic,Active,Desktop,mail.test,2,Weekly
CUS00435,2015-10-05,Bronze,Small Business,45-54,Mobile,St Kilda,6,2451.85,True,3182,VIC,Australia,fr,Store,Active,Desktop,inbox.example,1,Essential only
CUS00436,2017-11-25,Silver,Mainstream,18-24,Store,St Kilda,3,2265.05,True,3182,VIC,Australia,ja,Referral,Active,Mobile,example.net,2,Monthly
CUS00437,2013-02-09,Silver,Premium,45-54,Mobile,Brunswick,0,509.65,True,3056,VIC,Australia,ar,Paid Search,Active,Mobile,inbox.example,2,Monthly
CUS00438,2014-08-11,Bronze,Mainstream,25-34,Mobile,Carlton,3,1970.23,True,3053,VIC,Australia,it,Paid Search,Active,Desktop,mail.test,1,Monthly
CUS00439,2013-11-17,Silver,Value,35-44,Store,Hawthorn,18,10102.16,True,3122,VIC,Australia,es,Organic,Active,Mobile,mail.test,5+,Weekly
CUS00440,2013-07-16,Silver,Mainstream,25-34,Mobile,Richmond,10,1426.13,True,3121,VIC,Australia,en,Organic,Active,Mobile,inbox.example,3-4,Quarterly
CUS00441,2017-03-23,Bronze,Value,25-34,Store,Southbank,19,9233.84,True,3006,VIC,Australia,it,Paid Search,Active,Desktop,mail.test,5+,Quarterly
CUS00442,2013-08-17,Silver,Value,25-34,Web,Hawthorn,0,827.98,True,3122,VIC,Australia,en,Store,Active,Tablet,inbox.example,5+,Weekly
CUS00443,2015-05-24,Gold,Value,35-44,Web,Docklands,21,19579.88,True,3008,VIC,Australia,pl,Social,Active,Mobile,inbox.example,5+,Weekly
CUS00444,2015-11-05,Platinum,Small Business,45-54,Mobile,Northcote,9,4068.79,True,3070,VIC,Australia,es,Organic,Active,Mobile,inbox.example,3-4,Monthly
CUS00445,2014-12-13,Silver,Mainstream,45-54,Store,Brunswick,13,3920.82,False,3056,VIC,Australia,hi,Social,Active,Tablet,example.net,1,Weekly
CUS00446,2016-03-16,Bronze,Value,55+,Store,Hawthorn,4,4349.91,True,3122,VIC,Australia,zh,Social,Active,Mobile,mail.test,3-4,Weekly
CUS00447,2014-03-25,Bronze,Small Business,35-44,Store,Brunswick,19,12891.24,True,3056,VIC,Australia,en,Organic,Active,Mobile,example.net,5+,Quarterly
CUS00448,2013-01-18,Bronze,Value,25-34,Mobile,Footscray,1,1040.91,True,3011,VIC,Australia,fr,Paid Search,Active,Mobile,inbox.example,3-4,Monthly
CUS00449,2017-05-08,Gold,Small Business,55+,Web,Docklands,3,1045.85,True,3008,VIC,Australia,es,Referral,Active,Tablet,example.net,1,Essential only
CUS00450,2014-09-27,Bronze,Small Business,35-44,Mobile,Brunswick,19,9458.39,False,3056,VIC,Australia,zh,Organic,Active,Mobile,example.net,5+,Weekly
CUS00451,2015-01-01,Platinum,Mainstream,18-24,Store,Carlton,14,13441.37,True,3053,VIC,Australia,nl,Organic,Active,Desktop,mail.test,5+,Weekly
CUS00452,2015-04-06,Bronze,Mainstream,18-24,Store,Docklands,10,1414.5,False,3008,VIC,Australia,pl,Social,Active,Tablet,inbox.example,1,Quarterly
CUS00453,2014-11-14,Silver,Premium,55+,Web,Docklands,12,10441.39,True,3008,VIC,Australia,it,Referral,Active,Mobile,inbox.example,5+,Quarterly
CUS00454,2013-07-24,Platinum,Small Business,18-24,Web,Hawthorn,2,846.93,False,3122,VIC,Australia,es,Social,Dormant,Tablet,mail.test,5+,Monthly
CUS00455,2017-07-25,Gold,Premium,18-24,Store,Brunswick,2,950.17,True,3056,VIC,Australia,ja,Referral,Active,Mobile,example.net,2,Monthly
CUS00456,2014-01-21,Silver,Small Business,55+,Store,Melbourne,3,3283.9,True,3000,VIC,Australia,pt,Store,Dormant,Tablet,mail.test,3-4,Quarterly
CUS00457,2013-05-22,Bronze,Mainstream,25-34,Web,Northcote,15,6358.06,True,3070,VIC,Australia,pt,Organic,Active,Desktop,inbox.example,2,Weekly
CUS00458,2013-01-25,Silver,Value,45-54,Store,Northcote,21,12608.58,False,3070,VIC,Australia,es,Organic,Active,Mobile,example.net,3-4,Essential only
CUS00459,2015-04-11,Silver,Premium,45-54,Mobile,Southbank,12,6634.4,True,3006,VIC,Australia,hi,Organic,Active,Desktop,example.net,3-4,Weekly
CUS00460,2014-12-09,Bronze,Premium,45-54,Mobile,Carlton,1,324.26,True,3053,VIC,Australia,es,Paid Search,Active,Mobile,mail.test,2,Quarterly
CUS00461,2016-04-20,Bronze,Small Business,55+,Mobile,Melbourne,3,3075.35,False,3000,VIC,Australia,pt,Store,Active,Desktop,example.net,1,Weekly
CUS00462,2015-10-18,Silver,Small Business,25-34,Store,Brunswick,16,5438.81,True,3056,VIC,Australia,en,Store,Active,Desktop,mail.test,3-4,Quarterly
CUS00463,2014-12-04,Silver,Premium,18-24,Mobile,Richmond,8,854.63,True,3121,VIC,Australia,zh,Paid Search,Active,Tablet,inbox.example,1,Essential only
CUS00464,2014-08-24,Gold,Value,55+,Mobile,Hawthorn,21,7865.27,True,3122,VIC,Australia,es,Store,Active,Desktop,inbox.example,5+,Quarterly
CUS00465,2017-11-01,Gold,Small Business,45-54,Web,Brunswick,19,11398.81,False,3056,VIC,Australia,hi,Organic,Active,Desktop,example.net,3-4,Weekly
CUS00466,2015-06-19,Bronze,Value,18-24,Mobile,Footscray,12,6979.23,True,3011,VIC,Australia,ar,Organic,Active,Desktop,example.net,2,Essential only
CUS00467,2013-05-01,Bronze,Premium,18-24,Web,Southbank,0,534.1,False,3006,VIC,Australia,ar,Store,Active,Desktop,mail.test,5+,Essential only
CUS00468,2014-05-24,Silver,Value,25-34,Web,Northcote,0,664.56,False,3070,VIC,Australia,ru,Paid Search,Active,Desktop,mail.test,5+,Essential only
CUS00469,2013-03-14,Silver,Small Business,25-34,Web,Southbank,5,2227.14,False,3006,VIC,Australia,hi,Referral,Active,Tablet,example.net,2,Essential only
CUS00470,2016-05-05,Platinum,Small Business,18-24,Web,Carlton,21,16709.42,False,3053,VIC,Australia,ar,Organic,Dormant,Mobile,mail.test,2,Monthly
CUS00471,2013-06-27,Silver,Small Business,25-34,Store,St Kilda,9,6679.58,True,3182,VIC,Australia,it,Paid Search,Active,Tablet,mail.test,5+,Quarterly
CUS00472,2016-06-19,Silver,Value,18-24,Web,St Kilda,0,836.78,False,3182,VIC,Australia,en,Paid Search,Active,Mobile,inbox.example,2,Quarterly
CUS00473,2016-09-07,Bronze,Mainstream,45-54,Web,Brunswick,21,11419.91,True,3056,VIC,Australia,ja,Referral,Active,Tablet,inbox.example,3-4,Monthly
CUS00474,2017-06-23,Silver,Small Business,45-54,Web,Richmond,10,9750.8,False,3121,VIC,Australia,hi,Referral,Active,Tablet,mail.test,1,Monthly
CUS00475,2016-05-03,Platinum,Small Business,45-54,Store,Footscray,14,3669.31,False,3011,VIC,Australia,en,Organic,Active,Tablet,mail.test,2,Weekly
CUS00476,2014-01-03,Gold,Premium,55+,Store,Footscray,3,1988.45,True,3011,VIC,Australia,ja,Store,Active,Tablet,inbox.example,5+,Monthly
CUS00477,2016-09-21,Bronze,Small Business,35-44,Web,Melbourne,8,3595.31,False,3000,VIC,Australia,hi,Referral,Active,Mobile,inbox.example,3-4,Monthly
CUS00478,2013-09-24,Silver,Premium,55+,Store,Brunswick,17,9726.12,True,3056,VIC,Australia,zh,Referral,Active,Desktop,mail.test,1,Weekly
CUS00479,2015-06-14,Silver,Mainstream,25-34,Web,Brunswick,14,2612.21,True,3056,VIC,Australia,it,Referral,Active,Tablet,example.net,5+,Monthly
CUS00480,2014-02-08,Bronze,Small Business,18-24,Store,Southbank,3,1603.23,False,3006,VIC,Australia,en,Store,Active,Desktop,mail.test,5+,Monthly
CUS00481,2015-01-04,Bronze,Premium,35-44,Mobile,Brunswick,16,5052.96,False,3056,VIC,Australia,de,Paid Search,Active,Mobile,inbox.example,3-4,Weekly
CUS00482,2015-05-19,Bronze,Small Business,35-44,Web,Southbank,3,918.44,False,3006,VIC,Australia,ja,Paid Search,Dormant,Mobile,mail.test,5+,Essential only
CUS00483,2013-11-05,Silver,Small Business,25-34,Store,St Kilda,14,11337.21,False,3182,VIC,Australia,nl,Organic,Active,Tablet,inbox.example,3-4,Essential only
CUS00484,2017-12-04,Bronze,Premium,25-34,Mobile,Brunswick,3,435.67,False,3056,VIC,Australia,ru,Social,Active,Tablet,example.net,5+,Monthly
CUS00485,2014-05-14,Gold,Value,18-24,Store,Carlton,15,2914.35,True,3053,VIC,Australia,zh,Paid Search,Active,Mobile,inbox.example,5+,Monthly
CUS00486,2016-06-20,Gold,Value,25-34,Web,Carlton,0,288.87,True,3053,VIC,Australia,ru,Paid Search,Active,Desktop,inbox.example,1,Essential only
CUS00487,2015-01-20,Bronze,Premium,55+,Store,Richmond,2,2449.59,True,3121,VIC,Australia,ru,Store,Dormant,Tablet,example.net,5+,Essential only
CUS00488,2017-03-26,Bronze,Small Business,35-44,Mobile,Southbank,18,12947.06,False,3006,VIC,Australia,it,Organic,Active,Desktop,example.net,1,Weekly
CUS00489,2013-02-10,Platinum,Mainstream,35-44,Store,Footscray,4,2466.57,True,3011,VIC,Australia,de,Organic,Active,Desktop,inbox.example,2,Essential only
CUS00490,2013-10-24,Bronze,Mainstream,25-34,Store,Richmond,3,780.37,False,3121,VIC,Australia,hi,Store,Active,Desktop,inbox.example,3-4,Weekly
CUS00491,2015-02-03,Silver,Small Business,25-34,Web,Northcote,6,2258.12,False,3070,VIC,Australia,ru,Organic,Active,Tablet,inbox.example,5+,Monthly
CUS00492,2016-05-23,Bronze,Small Business,18-24,Web,Hawthorn,21,15691.25,True,3122,VIC,Australia,hi,Social,Active,Mobile,inbox.example,5+,Monthly
CUS00493,2013-06-01,Bronze,Small Business,45-54,Mobile,Southbank,0,353.7,False,3006,VIC,Australia,de,Store,Active,Desktop,example.net,5+,Quarterly
CUS00494,2017-04-18,Silver,Mainstream,35-44,Mobile,Carlton,2,717.69,False,3053,VIC,Australia,hi,Social,Active,Tablet,inbox.example,2,Weekly
CUS00495,2016-04-26,Bronze,Small Business,45-54,Store,Hawthorn,16,4852.68,True,3122,VIC,Australia,fr,Referral,Active,Tablet,mail.test,1,Quarterly
CUS00496,2017-03-12,Silver,Small Business,55+,Mobile,St Kilda,12,5476.21,True,3182,VIC,Australia,de,Store,Active,Tablet,mail.test,5+,Essential only
CUS00497,2013-08-15,Silver,Mainstream,25-34,Mobile,St Kilda,8,5377.85,True,3182,VIC,Australia,ja,Paid Search,Active,Mobile,mail.test,5+,Essential only
CUS00498,2014-01-24,Bronze,Small Business,55+,Mobile,Richmond,5,3662.0,False,3121,VIC,Australia,hi,Organic,Active,Desktop,mail.test,2,Quarterly
CUS00499,2016-09-19,Gold,Premium,35-44,Mobile,Northcote,18,15152.21,True,3070,VIC,Australia,ru,Store,Active,Tablet,inbox.example,5+,Quarterly
CUS00500,2014-05-03,Gold,Value,55+,Mobile,Northcote,15,5277.9,False,3070,VIC,Australia,nl,Store,Active,Tablet,inbox.example,5+,Quarterly
