order_id,source_system_record_id,customer_id,order_timestamp,sales_channel,payment_method,currency,nearest_warehouse,order_status,order_price,delivery_charges,coupon_code,coupon_discount,tax_amount,order_total,season,expedited_delivery,customer_lat,customer_long,device_type,referral_source,customer_note_clean,promo_code
HORD003390,SRC-001-H-003390,CUS00250,2018-04-05 11:49:00,Mobile,Gift Card,AUD,Bakers,Completed,5381.69,12.43,B1SAVE-39,20.0,489.24,4317.78,Autumn,False,-37.865848,145.030929,Tablet,Paid Search,gift purchase for a family member,B1SAVE-39
HORD002357,SRC-001-H-002357,CUS00235,2018-07-28 12:22:00,Mobile,Gift Card,AUD,Bakers,Completed,4742.96,15.68,NaN,10.0,431.18,4284.34,Winter,False,-37.841072,145.060296,Desktop,Store,gift purchase for a family member,NaN
HORD004312,SRC-001-H-004312,CUS00343,2018-08-16 09:36:00,Mobile,Card,AUD,Bakers,Completed,197.03,26.07,B1SAVE-81,15.0,17.91,193.55,Winter,True,-37.83028,145.027347,Tablet,Social,please use minimal packaging,B1SAVE-81
HORD003096,SRC-001-H-003096,CUS00341,2018-06-11 20:46:00,Web,Bank Transfer,AUD,Bakers,Completed,8454.99,12.73,B1SAVE-65,15.0,768.64,7199.47,Winter,False,-37.819085,145.029878,Tablet,Organic,call before delivery,B1SAVE-65
HORD002557,SRC-001-H-002557,CUS00433,2018-01-17 20:15:00,Store,Gift Card,AUD,Nickolson,Completed,4554.84,9.35,NaN,5.0,414.08,4336.45,Summer,False,-37.833151,144.981413,Mobile,Organic,no special instruction,NaN
HORD003188,SRC-001-H-003188,CUS00447,2018-12-11 09:48:00,Web,PayPal,AUD,Thompson,Completed,2472.05,13.83,NaN,0.0,224.73,2485.88,Summer,False,-37.761658,144.877599,Mobile,Organic,gift purchase for a family member,NaN
HORD003016,SRC-001-H-003016,CUS00400,2018-06-15 10:06:00,Mobile,PayPal,AUD,Bakers,Completed,81.42,11.2,NaN,10.0,7.4,84.48,Winter,False,-37.822693,144.994591,Desktop,Social,please leave at reception,NaN
HORD000002,SRC-001-H-000002,CUS00132,2018-10-21 08:53:00,Mobile,Card,AUD,Bakers,Completed,3242.61,9.45,B1SAVE-11,25.0,294.78,2441.41,Spring,False,-37.798566,145.021993,Tablet,Organic,no special instruction,B1SAVE-11
HORD000070,SRC-001-H-000070,CUS00019,2018-12-02 18:51:00,Web,Card,AUD,Nickolson,Completed,2892.44,11.55,NaN,5.0,262.95,2759.37,Summer,False,-37.862379,144.985826,Desktop,Store,no special instruction,NaN
HORD002564,SRC-001-H-002564,CUS00185,2018-02-16 21:15:00,Web,Bank Transfer,AUD,Thompson,Completed,1480.68,23.87,NaN,10.0,134.61,1356.48,Summer,True,-37.751091,144.892023,Tablet,Referral,call before delivery,NaN
HORD003884,SRC-001-H-003884,CUS00311,2018-07-16 09:48:00,Store,Card,AUD,Thompson,Completed,1802.02,31.11,NaN,10.0,163.82,1652.93,Winter,True,-37.881573,144.882295,Mobile,Paid Search,call before delivery,NaN
HORD002332,SRC-001-H-002332,CUS00114,2018-09-20 16:36:00,Store,Gift Card,AUD,Thompson,Completed,2218.4,11.52,B1SAVE-21,15.0,201.67,1897.16,Spring,False,-37.764868,144.963592,Mobile,Paid Search,gift purchase for a family member,B1SAVE-21
HORD004370,SRC-001-H-004370,CUS00073,2018-04-17 18:37:00,Mobile,Bank Transfer,AUD,Bakers,Completed,6420.94,12.0,NaN,0.0,583.72,6432.94,Autumn,False,-37.75287,144.985016,Tablet,Paid Search,please leave at reception,NaN
HORD004752,SRC-001-H-004752,CUS00389,2018-09-08 20:06:00,Mobile,PayPal,AUD,Thompson,Completed,3138.42,24.44,NaN,10.0,285.31,2849.02,Spring,True,-37.741205,144.903455,Tablet,Organic,no special instruction,NaN
HORD001606,SRC-001-H-001606,CUS00480,2018-05-05 20:10:00,Mobile,Gift Card,AUD,Thompson,Completed,3719.19,23.59,B1SAVE-15,25.0,338.11,2812.98,Autumn,True,-37.875845,144.930782,Desktop,Store,gift purchase for a family member,B1SAVE-15
HORD003542,SRC-001-H-003542,CUS00130,2018-07-07 18:22:00,Store,Card,AUD,Thompson,Completed,4842.89,17.31,B1SAVE-31,15.0,440.26,4133.77,Winter,False,-37.751357,144.887411,Mobile,Store,no special instruction,B1SAVE-31
HORD004960,SRC-001-H-004960,CUS00384,2018-04-24 18:10:00,Web,Bank Transfer,AUD,Thompson,Completed,2050.6,12.9,B1SAVE-89,15.0,186.42,1755.91,Autumn,False,-37.745517,144.96047,Tablet,Social,no special instruction,B1SAVE-89
HORD000059,SRC-001-H-000059,CUS00246,2018-07-15 14:51:00,Web,Card,AUD,Bakers,Completed,821.37,14.41,NaN,5.0,74.67,794.71,Winter,False,-37.793558,145.050526,Mobile,Store,please use minimal packaging,NaN
HORD001767,SRC-001-H-001767,CUS00344,2018-03-24 09:50:00,Web,Card,AUD,Bakers,Completed,1255.17,14.18,NaN,5.0,114.11,1206.59,Autumn,False,-37.88841,145.028672,Tablet,Organic,no special instruction,NaN
HORD000392,SRC-001-H-000392,CUS00233,2018-11-07 20:01:00,Web,PayPal,AUD,Thompson,Completed,2199.98,21.9,NaN,5.0,200.0,2111.88,Spring,True,-37.849357,144.907726,Tablet,Organic,gift purchase for a family member,NaN
HORD002424,SRC-001-H-002424,CUS00384,2018-04-25 18:08:00,Mobile,Bank Transfer,AUD,Thompson,Completed,3341.64,12.9,NaN,0.0,303.79,3354.54,Autumn,False,-37.745517,144.96047,Tablet,Social,please use minimal packaging,NaN
HORD003543,SRC-001-H-003543,CUS00437,2018-11-01 17:10:00,Store,Gift Card,AUD,Bakers,Completed,1855.5,11.36,NaN,5.0,168.68,1774.08,Spring,False,-37.821487,145.053578,Mobile,Paid Search,gift purchase for a family member,NaN
HORD004614,SRC-001-H-004614,CUS00435,2018-06-17 12:17:00,Store,Gift Card,AUD,Bakers,Completed,3276.54,12.52,NaN,0.0,297.87,3289.06,Winter,False,-37.783511,144.991132,Desktop,Store,no special instruction,NaN
HORD002292,SRC-001-H-002292,CUS00071,2018-03-08 19:51:00,Web,Bank Transfer,AUD,Bakers,Completed,4140.62,12.9,B1SAVE-61,20.0,376.42,3325.4,Autumn,False,-37.766109,145.061004,Desktop,Organic,call before delivery,B1SAVE-61
HORD001461,SRC-001-H-001461,CUS00260,2018-04-11 16:44:00,Mobile,Gift Card,AUD,Nickolson,Completed,1784.5,12.06,NaN,10.0,162.23,1618.11,Autumn,False,-37.875047,144.950993,Mobile,Store,please use minimal packaging,NaN
HORD000127,SRC-001-H-000127,CUS00312,2018-11-13 09:46:00,Store,Bank Transfer,AUD,Thompson,Completed,2525.1,12.45,B1SAVE-56,15.0,229.55,2158.78,Spring,False,-37.75184,144.940741,Tablet,Paid Search,please leave at reception,B1SAVE-56
HORD003917,SRC-001-H-003917,CUS00156,2018-12-08 18:23:00,Store,PayPal,AUD,Thompson,Completed,2280.25,22.0,NaN,0.0,207.3,2302.25,Summer,True,-37.761754,144.955356,Desktop,Referral,please leave at reception,NaN
HORD001181,SRC-001-H-001181,CUS00323,2018-01-28 09:48:00,Mobile,PayPal,AUD,Bakers,Completed,1876.77,12.56,B1SAVE-70,15.0,170.62,1607.81,Summer,False,-37.832629,145.063708,Mobile,Social,no special instruction,B1SAVE-70
HORD000190,SRC-001-H-000190,CUS00124,2018-08-16 15:12:00,Web,Card,AUD,Nickolson,Completed,1164.32,28.99,NaN,5.0,105.85,1135.09,Winter,True,-37.876227,144.936189,Desktop,Referral,no special instruction,NaN
HORD003383,SRC-001-H-003383,CUS00082,2018-06-13 14:25:00,Store,Bank Transfer,AUD,Thompson,Completed,2135.49,17.43,B1SAVE-32,25.0,194.14,1619.05,Winter,False,-37.748796,144.889085,Tablet,Referral,call before delivery,B1SAVE-32
HORD004286,SRC-001-H-004286,CUS00024,2018-01-06 19:22:00,Web,Gift Card,AUD,Bakers,Completed,490.72,12.53,B1SAVE-55,25.0,44.61,380.57,Summer,False,-37.761517,145.036063,Mobile,Social,please use minimal packaging,B1SAVE-55
HORD000027,SRC-001-H-000027,CUS00087,2018-04-04 13:54:00,Web,Card,AUD,Bakers,Completed,3701.76,14.14,NaN,10.0,336.52,3345.72,Autumn,False,-37.87188,145.064052,Mobile,Store,please leave at reception,NaN
HORD000670,SRC-001-H-000670,CUS00066,2018-06-10 17:09:00,Mobile,Bank Transfer,AUD,Bakers,Completed,1104.55,11.53,B1SAVE-39,20.0,100.41,895.17,Winter,False,-37.794196,144.990654,Desktop,Paid Search,please leave at reception,B1SAVE-39
HORD002624,SRC-001-H-002624,CUS00312,2018-08-15 12:47:00,Store,Gift Card,AUD,Thompson,Completed,9087.39,15.77,B1SAVE-73,15.0,826.13,7740.05,Winter,False,-37.75184,144.940741,Tablet,Paid Search,please use minimal packaging,B1SAVE-73
HORD004556,SRC-001-H-004556,CUS00027,2018-10-12 18:57:00,Web,Bank Transfer,AUD,Thompson,Completed,3835.79,23.89,B1SAVE-85,15.0,348.71,3284.31,Spring,True,-37.873485,144.896856,Desktop,Referral,no special instruction,B1SAVE-85
HORD000715,SRC-001-H-000715,CUS00122,2018-01-08 14:49:00,Store,PayPal,AUD,Bakers,Completed,4831.91,9.34,NaN,10.0,439.26,4358.06,Summer,False,-37.820789,145.012253,Mobile,Store,please leave at reception,NaN
HORD001623,SRC-001-H-001623,CUS00356,2018-03-04 15:29:00,Web,Card,AUD,Thompson,Completed,1033.3,13.11,B1SAVE-32,20.0,93.94,839.75,Autumn,False,-37.881289,144.927176,Desktop,Social,no special instruction,B1SAVE-32
HORD000551,SRC-001-H-000551,CUS00142,2018-01-04 09:43:00,Web,Gift Card,AUD,Bakers,Completed,880.89,24.75,B1SAVE-80,15.0,80.08,773.51,Summer,True,-37.743075,145.06495,Desktop,Social,gift purchase for a family member,B1SAVE-80
HORD004952,SRC-001-H-004952,CUS00388,2018-04-30 11:52:00,Mobile,PayPal,AUD,Bakers,Completed,3614.44,12.31,NaN,10.0,328.59,3265.31,Autumn,False,-37.776463,145.060031,Desktop,Paid Search,no special instruction,NaN
HORD004182,SRC-001-H-004182,CUS00424,2018-06-20 11:01:00,Web,Bank Transfer,AUD,Nickolson,Completed,3501.16,29.03,NaN,0.0,318.29,3530.19,Winter,True,-37.87281,145.012251,Desktop,Paid Search,call before delivery,NaN
HORD003291,SRC-001-H-003291,CUS00209,2018-05-07 10:15:00,Web,Bank Transfer,AUD,Thompson,Completed,2573.94,12.9,NaN,5.0,233.99,2458.14,Autumn,False,-37.774066,144.876253,Desktop,Social,please leave at reception,NaN
HORD003752,SRC-001-H-003752,CUS00355,2018-11-25 16:54:00,Web,Bank Transfer,AUD,Bakers,Completed,2075.17,12.9,B1SAVE-81,15.0,188.65,1776.79,Spring,False,-37.874106,145.017844,Mobile,Organic,gift purchase for a family member,B1SAVE-81
HORD001705,SRC-001-H-001705,CUS00173,2018-04-02 19:22:00,Mobile,PayPal,AUD,Bakers,Completed,6320.24,9.24,NaN,10.0,574.57,5697.46,Autumn,False,-37.799608,145.025155,Desktop,Social,please use minimal packaging,NaN
HORD003102,SRC-001-H-003102,CUS00214,2018-06-08 16:05:00,Store,Bank Transfer,AUD,Bakers,Completed,3321.46,11.47,NaN,5.0,301.95,3166.86,Winter,False,-37.802365,144.978103,Tablet,Organic,call before delivery,NaN
HORD002305,SRC-001-H-002305,CUS00101,2018-12-19 16:02:00,Web,PayPal,AUD,Bakers,Completed,5377.71,22.9,B1SAVE-74,20.0,488.88,4325.07,Summer,True,-37.761749,145.046502,Tablet,Organic,call before delivery,B1SAVE-74
HORD003362,SRC-001-H-003362,CUS00303,2018-11-29 15:17:00,Mobile,PayPal,AUD,Thompson,Completed,1895.85,12.13,NaN,5.0,172.35,1813.19,Spring,False,-37.767938,144.90219,Desktop,Paid Search,please use minimal packaging,NaN
HORD003864,SRC-001-H-003864,CUS00001,2018-09-17 15:30:00,Mobile,Gift Card,AUD,Bakers,Completed,2183.22,13.02,B1SAVE-33,15.0,198.47,1868.76,Spring,False,-37.743351,145.01209,Mobile,Social,gift purchase for a family member,B1SAVE-33
HORD003215,SRC-001-H-003215,CUS00232,2018-11-15 15:15:00,Web,Gift Card,AUD,Bakers,Completed,251.61,8.18,NaN,0.0,22.87,259.79,Spring,False,-37.818322,144.995832,Tablet,Store,call before delivery,NaN
HORD001510,SRC-001-H-001510,CUS00495,2018-06-15 21:55:00,Web,Bank Transfer,AUD,Thompson,Completed,2975.24,13.91,NaN,10.0,270.48,2691.63,Winter,False,-37.771658,144.954209,Tablet,Referral,please leave at reception,NaN
HORD004172,SRC-001-H-004172,CUS00447,2018-01-24 08:47:00,Web,Gift Card,AUD,Thompson,Completed,2234.51,13.83,B1SAVE-21,15.0,203.14,1913.16,Summer,False,-37.761658,144.877599,Mobile,Organic,call before delivery,B1SAVE-21
HORD002896,SRC-001-H-002896,CUS00149,2018-07-23 09:36:00,Web,Gift Card,AUD,Bakers,Completed,2255.9,15.63,B1SAVE-25,15.0,205.08,1933.15,Winter,False,-37.865662,145.02208,Desktop,Store,call before delivery,B1SAVE-25
HORD003789,SRC-001-H-003789,CUS00117,2018-10-28 18:24:00,Mobile,Card,AUD,Bakers,Completed,3626.61,11.43,NaN,10.0,329.69,3275.38,Spring,False,-37.765534,144.970981,Tablet,Referral,please use minimal packaging,NaN
HORD000673,SRC-001-H-000673,CUS00153,2018-02-23 13:16:00,Store,PayPal,AUD,Thompson,Completed,2069.39,12.16,B1SAVE-42,25.0,188.13,1564.2,Summer,False,-37.759954,144.935857,Tablet,Referral,please use minimal packaging,B1SAVE-42
HORD001711,SRC-001-H-001711,CUS00227,2018-07-28 14:56:00,Store,PayPal,AUD,Nickolson,Completed,690.13,29.69,B1SAVE-40,20.0,62.74,581.79,Winter,True,-37.883268,144.933051,Mobile,Referral,call before delivery,B1SAVE-40
HORD002822,SRC-001-H-002822,CUS00404,2018-01-13 09:50:00,Mobile,PayPal,AUD,Bakers,Completed,2046.04,11.6,NaN,5.0,186.0,1955.34,Summer,False,-37.854228,145.012265,Mobile,Referral,gift purchase for a family member,NaN
HORD000725,SRC-001-H-000725,CUS00344,2018-03-17 15:32:00,Mobile,PayPal,AUD,Bakers,Completed,2470.06,14.18,NaN,5.0,224.55,2360.74,Autumn,False,-37.88841,145.028672,Tablet,Organic,please use minimal packaging,NaN
HORD002429,SRC-001-H-002429,CUS00013,2018-12-03 19:41:00,Mobile,Gift Card,AUD,Nickolson,Completed,1900.85,8.64,NaN,10.0,172.8,1719.4,Summer,False,-37.819725,144.959293,Tablet,Organic,please use minimal packaging,NaN
HORD002541,SRC-001-H-002541,CUS00467,2018-03-08 11:55:00,Mobile,Gift Card,AUD,Thompson,Completed,4241.01,21.47,NaN,0.0,385.55,4262.48,Autumn,True,-37.828186,144.900384,Desktop,Store,please use minimal packaging,NaN
HORD001696,SRC-001-H-001696,CUS00372,2018-08-21 13:06:00,Mobile,Card,AUD,Nickolson,Completed,577.77,10.11,NaN,0.0,52.52,587.88,Winter,False,-37.819259,144.96835,Mobile,Paid Search,no special instruction,NaN
HORD004976,SRC-001-H-004976,CUS00161,2018-07-11 19:03:00,Web,PayPal,AUD,Thompson,Completed,1805.32,11.71,B1SAVE-25,20.0,164.12,1455.97,Winter,False,-37.796381,144.956918,Tablet,Referral,gift purchase for a family member,B1SAVE-25
HORD001010,SRC-001-H-001010,CUS00480,2018-01-23 08:28:00,Mobile,PayPal,AUD,Thompson,Completed,6968.36,13.02,NaN,10.0,633.49,6284.54,Summer,False,-37.875845,144.930782,Desktop,Store,gift purchase for a family member,NaN
HORD003925,SRC-001-H-003925,CUS00421,2018-05-27 16:26:00,Mobile,PayPal,AUD,Bakers,Completed,1835.07,24.36,NaN,10.0,166.82,1675.92,Autumn,True,-37.740451,145.024532,Tablet,Paid Search,call before delivery,NaN
HORD000771,SRC-001-H-000771,CUS00005,2018-04-15 15:15:00,Mobile,PayPal,AUD,Thompson,Completed,4458.22,11.62,NaN,0.0,405.29,4469.84,Autumn,False,-37.799533,144.881801,Tablet,Referral,call before delivery,NaN
HORD004532,SRC-001-H-004532,CUS00305,2018-02-20 08:58:00,Web,PayPal,AUD,Bakers,Completed,2106.54,10.74,B1SAVE-61,20.0,191.5,1695.97,Summer,False,-37.775139,145.001158,Tablet,Referral,please use minimal packaging,B1SAVE-61
HORD002814,SRC-001-H-002814,CUS00349,2018-07-17 18:43:00,Mobile,Bank Transfer,AUD,Bakers,Completed,3799.63,15.33,B1SAVE-23,25.0,345.42,2865.05,Winter,False,-37.754677,145.009409,Mobile,Store,gift purchase for a family member,B1SAVE-23
HORD001552,SRC-001-H-001552,CUS00103,2018-05-09 16:57:00,Mobile,Gift Card,AUD,Thompson,Completed,3296.32,11.07,NaN,5.0,299.67,3142.57,Autumn,False,-37.827849,144.890878,Mobile,Referral,please use minimal packaging,NaN
HORD003094,SRC-001-H-003094,CUS00347,2018-01-13 18:44:00,Web,PayPal,AUD,Thompson,Completed,131.81,20.09,NaN,10.0,11.98,138.72,Summer,True,-37.787323,144.935913,Desktop,Organic,call before delivery,NaN
HORD001237,SRC-001-H-001237,CUS00074,2018-05-20 20:27:00,Mobile,PayPal,AUD,Bakers,Completed,7586.06,23.99,NaN,0.0,689.64,7610.05,Autumn,True,-37.755359,145.04865,Tablet,Social,please leave at reception,NaN
HORD000259,SRC-001-H-000259,CUS00036,2018-04-03 08:51:00,Web,Bank Transfer,AUD,Thompson,Completed,2311.05,9.12,NaN,10.0,210.1,2089.07,Autumn,False,-37.837097,144.944954,Desktop,Organic,please leave at reception,NaN
HORD003906,SRC-001-H-003906,CUS00281,2018-03-12 17:52:00,Store,PayPal,AUD,Bakers,Completed,1199.65,7.95,B1SAVE-75,15.0,109.06,1027.65,Autumn,False,-37.810398,144.981398,Tablet,Organic,please use minimal packaging,B1SAVE-75
HORD002325,SRC-001-H-002325,CUS00301,2018-11-18 10:08:00,Mobile,Gift Card,AUD,Nickolson,Completed,6704.48,10.36,NaN,0.0,609.5,6714.84,Spring,False,-37.853685,144.974124,Mobile,Store,please use minimal packaging,NaN
HORD004367,SRC-001-H-004367,CUS00040,2018-06-13 14:08:00,Mobile,Card,AUD,Thompson,Completed,3930.58,14.54,NaN,0.0,357.33,3945.12,Winter,False,-37.806035,144.886866,Desktop,Store,please leave at reception,NaN
HORD002869,SRC-001-H-002869,CUS00238,2018-07-05 14:30:00,Store,Bank Transfer,AUD,Bakers,Completed,7267.35,27.9,NaN,0.0,660.67,7295.25,Winter,True,-37.818987,145.059844,Desktop,Paid Search,gift purchase for a family member,NaN
HORD004164,SRC-001-H-004164,CUS00210,2018-03-11 19:59:00,Store,Bank Transfer,AUD,Nickolson,Completed,7980.6,12.07,NaN,5.0,725.51,7593.64,Autumn,False,-37.873009,144.942432,Mobile,Referral,please leave at reception,NaN
HORD004358,SRC-001-H-004358,CUS00249,2018-06-17 08:51:00,Store,Bank Transfer,AUD,Bakers,Completed,1394.74,16.65,NaN,0.0,126.79,1411.39,Winter,False,-37.861385,145.056161,Tablet,Store,please leave at reception,NaN
HORD004441,SRC-001-H-004441,CUS00214,2018-04-24 16:23:00,Store,Bank Transfer,AUD,Bakers,Completed,989.35,8.35,B1SAVE-50,20.0,89.94,799.83,Autumn,False,-37.802365,144.978103,Tablet,Organic,gift purchase for a family member,B1SAVE-50
HORD002382,SRC-001-H-002382,CUS00068,2018-03-15 11:04:00,Web,Gift Card,AUD,Bakers,Completed,1586.72,10.47,NaN,0.0,144.25,1597.19,Autumn,False,-37.841096,145.027095,Mobile,Organic,please leave at reception,NaN
HORD004699,SRC-001-H-004699,CUS00420,2018-08-19 19:22:00,Store,PayPal,AUD,Nickolson,Completed,4117.04,11.51,NaN,5.0,374.28,3922.7,Winter,False,-37.803298,144.975313,Desktop,Paid Search,please leave at reception,NaN
HORD004386,SRC-001-H-004386,CUS00404,2018-12-06 15:44:00,Mobile,PayPal,AUD,Bakers,Completed,517.87,11.6,NaN,10.0,47.08,477.68,Summer,False,-37.854228,145.012265,Mobile,Referral,gift purchase for a family member,NaN
HORD001162,SRC-001-H-001162,CUS00270,2018-02-03 09:55:00,Mobile,Bank Transfer,AUD,Bakers,Completed,2345.82,12.86,NaN,5.0,213.26,2241.39,Summer,False,-37.843894,145.061714,Mobile,Paid Search,no special instruction,NaN
HORD002239,SRC-001-H-002239,CUS00331,2018-09-11 11:15:00,Web,PayPal,AUD,Thompson,Completed,2371.24,11.87,B1SAVE-88,25.0,215.57,1790.3,Spring,False,-37.84544,144.892955,Tablet,Store,gift purchase for a family member,B1SAVE-88
HORD001938,SRC-001-H-001938,CUS00020,2018-01-23 17:57:00,Web,Bank Transfer,AUD,Nickolson,Completed,4857.2,11.24,NaN,0.0,441.56,4868.44,Summer,False,-37.858676,144.955136,Tablet,Organic,please use minimal packaging,NaN
HORD003216,SRC-001-H-003216,CUS00442,2018-03-21 19:37:00,Mobile,Bank Transfer,AUD,Thompson,Completed,4096.79,11.08,B1SAVE-25,25.0,372.44,3083.67,Autumn,False,-37.794489,144.892237,Tablet,Store,no special instruction,B1SAVE-25
HORD000454,SRC-001-H-000454,CUS00102,2018-09-16 11:25:00,Mobile,Bank Transfer,AUD,Nickolson,Completed,8285.6,22.65,NaN,0.0,753.24,8308.25,Spring,True,-37.875784,144.973331,Tablet,Paid Search,call before delivery,NaN
HORD000614,SRC-001-H-000614,CUS00464,2018-09-03 16:47:00,Web,Bank Transfer,AUD,Thompson,Completed,1781.03,11.67,NaN,10.0,161.91,1614.6,Spring,False,-37.852403,144.905754,Desktop,Store,call before delivery,NaN
HORD003377,SRC-001-H-003377,CUS00218,2018-11-29 11:02:00,Store,Bank Transfer,AUD,Thompson,Completed,281.31,13.03,NaN,10.0,25.57,266.21,Spring,False,-37.753506,144.904492,Tablet,Referral,please use minimal packaging,NaN
HORD000755,SRC-001-H-000755,CUS00181,2018-08-31 12:41:00,Store,PayPal,AUD,Thompson,Completed,2190.17,15.22,NaN,10.0,199.11,1986.37,Winter,False,-37.808004,144.87747,Mobile,Referral,no special instruction,NaN
HORD001476,SRC-001-H-001476,CUS00322,2018-10-01 14:55:00,Store,Bank Transfer,AUD,Bakers,Completed,10057.89,12.46,NaN,5.0,914.35,9567.46,Spring,False,-37.75453,145.027739,Mobile,Referral,gift purchase for a family member,NaN
HORD003755,SRC-001-H-003755,CUS00485,2018-11-06 19:45:00,Web,PayPal,AUD,Bakers,Completed,920.76,13.34,NaN,5.0,83.71,888.06,Spring,False,-37.762984,145.064122,Mobile,Paid Search,please leave at reception,NaN
HORD003491,SRC-001-H-003491,CUS00215,2018-09-12 16:12:00,Mobile,Bank Transfer,AUD,Bakers,Completed,4456.98,11.87,B1SAVE-60,15.0,405.18,3800.3,Spring,False,-37.770019,145.040911,Mobile,Paid Search,gift purchase for a family member,B1SAVE-60
HORD000167,SRC-001-H-000167,CUS00367,2018-03-11 11:15:00,Store,Bank Transfer,AUD,Thompson,Completed,1577.77,12.71,NaN,0.0,143.43,1590.48,Autumn,False,-37.854167,144.882338,Mobile,Store,please use minimal packaging,NaN
HORD002040,SRC-001-H-002040,CUS00084,2018-12-23 21:46:00,Store,Card,AUD,Nickolson,Completed,3140.62,22.91,NaN,10.0,285.51,2849.47,Summer,True,-37.881255,144.978237,Desktop,Organic,please use minimal packaging,NaN
HORD003161,SRC-001-H-003161,CUS00255,2018-02-07 12:57:00,Store,PayPal,AUD,Bakers,Completed,1797.22,23.33,B1SAVE-50,15.0,163.38,1550.97,Summer,True,-37.876204,145.01742,Mobile,Referral,please use minimal packaging,B1SAVE-50
HORD002389,SRC-001-H-002389,CUS00464,2018-03-27 13:56:00,Mobile,PayPal,AUD,Thompson,Completed,2876.37,11.46,NaN,0.0,261.49,2887.83,Autumn,False,-37.852403,144.905754,Desktop,Store,gift purchase for a family member,NaN
HORD002387,SRC-001-H-002387,CUS00402,2018-01-01 10:10:00,Web,Gift Card,AUD,Nickolson,Completed,10695.93,13.32,B1SAVE-76,15.0,972.36,9104.86,Summer,False,-37.884466,144.946565,Desktop,Store,please leave at reception,B1SAVE-76
HORD000222,SRC-001-H-000222,CUS00469,2018-09-12 13:45:00,Mobile,Card,AUD,Bakers,Completed,1891.51,11.96,NaN,10.0,171.96,1714.32,Spring,False,-37.755057,144.995958,Tablet,Referral,please leave at reception,NaN
HORD000595,SRC-001-H-000595,CUS00069,2018-05-08 08:44:00,Store,Card,AUD,Thompson,Completed,6445.62,12.99,NaN,5.0,585.97,6136.33,Autumn,False,-37.856346,144.879379,Tablet,Organic,no special instruction,NaN
HORD004396,SRC-001-H-004396,CUS00407,2018-03-10 21:51:00,Store,PayPal,AUD,Bakers,Completed,4312.77,7.91,B1SAVE-85,15.0,392.07,3673.76,Autumn,False,-37.818939,145.002159,Mobile,Social,please leave at reception,B1SAVE-85
HORD002199,SRC-001-H-002199,CUS00432,2018-09-30 09:15:00,Web,Gift Card,AUD,Thompson,Completed,2304.74,10.98,B1SAVE-48,20.0,209.52,1854.77,Spring,False,-37.807126,144.893305,Mobile,Paid Search,gift purchase for a family member,B1SAVE-48
HORD002807,SRC-001-H-002807,CUS00007,2018-12-10 12:01:00,Store,Bank Transfer,AUD,Bakers,Completed,1042.28,11.48,B1SAVE-16,15.0,94.75,897.42,Summer,False,-37.799444,145.05018,Tablet,Social,please use minimal packaging,B1SAVE-16
HORD004625,SRC-001-H-004625,CUS00234,2018-04-27 14:59:00,Web,Bank Transfer,AUD,Thompson,Completed,3097.38,11.28,NaN,0.0,281.58,3108.66,Autumn,False,-37.859785,144.928717,Desktop,Paid Search,call before delivery,NaN
HORD000629,SRC-001-H-000629,CUS00071,2018-06-29 20:13:00,Store,Bank Transfer,AUD,Bakers,Completed,1777.06,29.43,B1SAVE-78,15.0,161.55,1539.93,Winter,True,-37.766109,145.061004,Desktop,Organic,please use minimal packaging,B1SAVE-78
HORD000358,SRC-001-H-000358,CUS00035,2018-11-07 16:12:00,Store,Card,AUD,Thompson,Completed,3804.92,12.98,NaN,10.0,345.9,3437.41,Spring,False,-37.76316,144.888955,Tablet,Store,call before delivery,NaN
HORD001771,SRC-001-H-001771,CUS00386,2018-05-13 16:20:00,Web,Card,AUD,Thompson,Completed,4129.69,21.47,NaN,10.0,375.43,3738.19,Autumn,True,-37.851873,144.936953,Desktop,Paid Search,call before delivery,NaN
HORD002447,SRC-001-H-002447,CUS00499,2018-07-09 10:12:00,Web,Bank Transfer,AUD,Thompson,Completed,974.62,16.05,NaN,0.0,88.6,990.67,Winter,False,-37.748765,144.943502,Tablet,Store,please use minimal packaging,NaN
HORD001547,SRC-001-H-001547,CUS00363,2018-01-05 15:02:00,Mobile,Bank Transfer,AUD,Nickolson,Completed,7451.06,10.91,NaN,5.0,677.37,7089.42,Summer,False,-37.855963,144.97265,Mobile,Referral,gift purchase for a family member,NaN
HORD000754,SRC-001-H-000754,CUS00191,2018-07-24 13:24:00,Store,Card,AUD,Bakers,Completed,2428.93,11.15,NaN,10.0,220.81,2197.19,Winter,False,-37.807472,145.010301,Desktop,Referral,please use minimal packaging,NaN
HORD004027,SRC-001-H-004027,CUS00064,2018-07-30 08:05:00,Mobile,Card,AUD,Bakers,Completed,4126.77,25.95,B1SAVE-36,25.0,375.16,3121.03,Winter,True,-37.840999,144.999639,Desktop,Social,please leave at reception,B1SAVE-36
HORD004515,SRC-001-H-004515,CUS00189,2018-07-24 20:21:00,Store,Gift Card,AUD,Thompson,Completed,3408.26,18.12,NaN,5.0,309.84,3255.97,Winter,False,-37.746614,144.877604,Mobile,Social,no special instruction,NaN
