product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag,product_description_clean
PRD0471,Candle Quest 570,Laptop,Candle,2188.61,1473.13,2014,24,1.225,SKU-CAN00471,Ultrabook,Bloom,Red,SUP027,China,2014-04-16,GST_STANDARD,Protective case,False,True,"ultrabook designed for creative projects and media editing, in the bloom family and supplied by candle with a 24-month warranty."
PRD0472,Vela Wave 571,Smartphone,Vela,1677.61,1177.87,2012,24,0.302,SKU-VEL00472,5G Smartphone,Core,Graphite,SUP028,Australia,2012-03-10,GST_STANDARD,Protective case,True,True,"5g smartphone designed for work calls and calendar management, in the core family and supplied by vela with a 24-month warranty."
PRD0473,Candle Edge 572,Tablet,Candle,1300.2,752.51,2012,24,0.806,SKU-CAN00473,Productivity Tablet,Edge,White,SUP029,Japan,2012-11-17,GST_STANDARD,Box,True,True,"productivity tablet designed for field forms and client presentations, in the edge family and supplied by candle with a 24-month warranty."
PRD0474,Vela Nova 573,Home Entertainment,Vela,1816.04,1022.21,2015,24,7.234,SKU-VEL00474,Smart Display,Echo,White,SUP030,China,2015-05-03,GST_STANDARD,Recycled box,True,True,"smart display designed for family media streaming, in the echo family and supplied by vela with a 24-month warranty."
PRD0475,Candle Shift 574,Audio,Candle,559.21,350.99,2016,12,0.616,SKU-CAN00475,Wireless Audio,Flux,White,SUP031,Japan,2016-12-06,GST_STANDARD,Recycled box,False,True,"wireless audio designed for video calls and online classes, in the flux family and supplied by candle with a 12-month warranty."
PRD0476,Vela Atlas 575,Smart Home,Vela,787.22,422.78,2014,12,0.26,SKU-VEL00476,Home Automation,Halo,Black,SUP032,Korea,2014-10-08,GST_STANDARD,Recycled box,False,True,"home automation designed for indoor temperature and humidity monitoring, in the halo family and supplied by vela with a 12-month warranty."
PRD0477,Candle Flux 576,Gaming,Candle,1380.73,765.52,2013,24,1.249,SKU-CAN00477,Gaming Hardware,Lumen,Blue,SUP033,Australia,2013-01-22,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for competitive play and voice communication, in the lumen family and supplied by candle with a 24-month warranty."
PRD0478,Vela Pulse 577,Wearable,Vela,966.98,656.36,2016,12,0.099,SKU-VEL00478,Health Wearable,Nova,Silver,SUP034,China,2016-10-08,GST_STANDARD,Box,False,True,"health wearable designed for exercise session summaries, in the nova family and supplied by vela with a 12-month warranty."
PRD0479,Candle Vista 578,Networking,Candle,1360.38,723.89,2012,24,0.67,SKU-CAN00479,Connected Network,Orbit,Graphite,SUP035,Vietnam,2012-01-10,GST_STANDARD,Recycled box,True,True,"connected network designed for video meetings and media streaming, in the orbit family and supplied by candle with a 24-month warranty."
PRD0480,Vela Core 579,Accessory,Vela,303.23,166.09,2013,12,0.132,SKU-VEL00480,Mobile Accessory,Pulse,Graphite,SUP036,Australia,2013-10-01,GST_STANDARD,Box,False,True,"mobile accessory designed for charging-cable organisation, in the pulse family and supplied by vela with a 12-month warranty."
PRD0481,Candle Lumen 580,Laptop,Candle,3068.96,1666.29,2014,24,1.515,SKU-CAN00481,Ultrabook,Quest,White,SUP037,Korea,2014-02-12,GST_STANDARD,Box,True,True,"ultrabook designed for shared home-office administration, in the quest family and supplied by candle with a 24-month warranty."
PRD0482,Vela Ridge 581,Smartphone,Vela,1837.18,1342.06,2013,24,0.174,SKU-VEL00482,5G Smartphone,Ridge,Green,SUP001,Japan,2013-07-15,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for travel planning and media use, in the ridge family and supplied by vela with a 24-month warranty."
PRD0483,Candle Arc 582,Tablet,Candle,436.08,267.23,2015,24,0.482,SKU-CAN00483,Productivity Tablet,Shift,Silver,SUP002,Vietnam,2015-12-14,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for family learning and shared browsing, in the shift family and supplied by candle with a 24-month warranty."
PRD0484,Vela Echo 583,Home Entertainment,Vela,1342.84,694.91,2012,24,5.599,SKU-VEL00484,Smart Display,Spark,Black,SUP003,Australia,2012-10-11,GST_STANDARD,Box,True,True,"smart display designed for casual living-room gaming, in the spark family and supplied by vela with a 24-month warranty."
PRD0485,Candle Orbit 584,Audio,Candle,283.51,154.27,2013,12,0.501,SKU-CAN00485,Wireless Audio,Vista,Graphite,SUP004,Malaysia,2013-01-16,GST_STANDARD,Box,True,True,"wireless audio designed for shared-room music playback, in the vista family and supplied by candle with a 12-month warranty."
PRD0486,Vela Spark 585,Smart Home,Vela,706.44,420.22,2012,12,0.268,SKU-VEL00486,Home Automation,Wave,Graphite,SUP005,Vietnam,2012-08-16,GST_STANDARD,Protective case,True,True,"home automation designed for door and window activity alerts, in the wave family and supplied by vela with a 12-month warranty."
PRD0487,Candle Bloom 586,Gaming,Candle,322.51,186.88,2013,24,1.361,SKU-CAN00487,Gaming Hardware,Arc,Red,SUP006,Malaysia,2013-06-23,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for portable gaming and travel, in the arc family and supplied by candle with a 24-month warranty."
PRD0488,Vela Halo 587,Wearable,Vela,281.31,184.93,2012,12,0.093,SKU-VEL00488,Health Wearable,Atlas,White,SUP007,Vietnam,2012-08-23,GST_STANDARD,Box,False,True,"health wearable designed for calendar alerts and quick message checks, in the atlas family and supplied by vela with a 12-month warranty."
PRD0489,Candle Quest 588,Networking,Candle,1103.05,659.11,2014,24,0.677,SKU-CAN00489,Connected Network,Bloom,Silver,SUP008,China,2014-09-18,GST_STANDARD,Box,True,True,"connected network designed for guest-network and device management, in the bloom family and supplied by candle with a 24-month warranty."
PRD0490,Vela Wave 589,Accessory,Vela,289.49,187.14,2015,12,0.136,SKU-VEL00490,Mobile Accessory,Core,Green,SUP009,Vietnam,2015-10-03,GST_STANDARD,Box,False,True,"mobile accessory designed for connecting several devices through one compact adapter, in the core family and supplied by vela with a 12-month warranty."
PRD0491,Candle Edge 590,Laptop,Candle,2132.04,1311.85,2013,24,1.477,SKU-CAN00491,Ultrabook,Edge,Black,SUP010,China,2013-09-02,GST_STANDARD,Recycled box,True,True,"ultrabook designed for travel-based work and presentations, in the edge family and supplied by candle with a 24-month warranty."
PRD0492,Vela Nova 591,Smartphone,Vela,1105.9,561.02,2012,24,0.238,SKU-VEL00492,5G Smartphone,Echo,White,SUP011,Korea,2012-01-23,GST_STANDARD,Protective case,True,True,"5g smartphone designed for family communication and casual apps, in the echo family and supplied by vela with a 24-month warranty."
PRD0493,Candle Shift 592,Tablet,Candle,417.81,235.83,2014,24,0.615,SKU-CAN00493,Productivity Tablet,Flux,White,SUP012,Malaysia,2014-02-12,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the flux family and supplied by candle with a 24-month warranty."
PRD0494,Vela Atlas 593,Home Entertainment,Vela,2097.54,1405.13,2014,24,7.612,SKU-VEL00494,Smart Display,Halo,Green,SUP013,China,2014-06-23,GST_STANDARD,Recycled box,True,True,"smart display designed for presentations and photo viewing, in the halo family and supplied by vela with a 24-month warranty."
PRD0495,Candle Flux 594,Audio,Candle,752.39,421.44,2015,12,0.493,SKU-CAN00495,Wireless Audio,Lumen,Blue,SUP014,Australia,2015-06-24,GST_STANDARD,Box,True,True,"wireless audio designed for long listening sessions at home, in the lumen family and supplied by candle with a 12-month warranty."
PRD0496,Vela Pulse 595,Smart Home,Vela,619.97,452.3,2013,12,0.478,SKU-VEL00496,Home Automation,Nova,Gold,SUP015,Japan,2013-03-13,GST_STANDARD,Protective case,False,True,"home automation designed for automated blind and curtain routines, in the nova family and supplied by vela with a 12-month warranty."
PRD0497,Candle Vista 596,Gaming,Candle,1019.05,764.4,2017,24,1.056,SKU-CAN00497,Gaming Hardware,Orbit,White,SUP016,Malaysia,2017-12-05,GST_STANDARD,Protective case,False,True,"gaming hardware designed for game streaming and media capture, in the orbit family and supplied by candle with a 24-month warranty."
PRD0498,Vela Core 597,Wearable,Vela,201.0,127.13,2015,12,0.154,SKU-VEL00498,Health Wearable,Pulse,Red,SUP017,Australia,2015-05-22,GST_STANDARD,Recycled box,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the pulse family and supplied by vela with a 12-month warranty."
PRD0499,Candle Lumen 598,Networking,Candle,1328.97,758.0,2017,24,0.711,SKU-CAN00499,Connected Network,Quest,Gold,SUP018,Japan,2017-04-01,GST_STANDARD,Protective case,True,True,"connected network designed for extending coverage between rooms, in the quest family and supplied by candle with a 24-month warranty."
PRD0500,Vela Ridge 599,Accessory,Vela,408.62,238.42,2014,12,0.166,SKU-VEL00500,Mobile Accessory,Ridge,Red,SUP019,China,2014-02-24,GST_STANDARD,Box,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the ridge family and supplied by vela with a 12-month warranty."
PRD0501,Candle Arc 600,Laptop,Candle,2192.16,1592.4,2017,24,1.436,SKU-CAN00501,Ultrabook,Shift,Blue,SUP020,Malaysia,2017-04-15,GST_STANDARD,Protective case,True,True,"ultrabook designed for portable document work and video meetings, in the shift family and supplied by candle with a 24-month warranty."
PRD0502,Vela Echo 601,Smartphone,Vela,1590.33,1002.15,2013,24,0.291,SKU-VEL00502,5G Smartphone,Spark,Red,SUP021,Japan,2013-10-15,GST_STANDARD,Box,True,True,"5g smartphone designed for daily communication and navigation, in the spark family and supplied by vela with a 24-month warranty."
PRD0503,Candle Orbit 602,Tablet,Candle,1009.94,508.26,2017,24,0.551,SKU-CAN00503,Productivity Tablet,Vista,Red,SUP022,Malaysia,2017-12-05,GST_STANDARD,Protective case,False,True,"productivity tablet designed for reading, annotation and handwritten notes, in the vista family and supplied by candle with a 24-month warranty."
PRD0504,Vela Spark 603,Home Entertainment,Vela,3243.43,1647.19,2012,24,6.967,SKU-VEL00504,Smart Display,Wave,Silver,SUP023,Japan,2012-03-08,GST_STANDARD,Protective case,True,True,"smart display designed for shared film and television viewing, in the wave family and supplied by vela with a 24-month warranty."
PRD0505,Candle Bloom 604,Audio,Candle,350.13,242.52,2015,12,0.606,SKU-CAN00505,Wireless Audio,Arc,Gold,SUP024,Korea,2015-07-06,GST_STANDARD,Recycled box,True,True,"wireless audio designed for commuting and spoken-content listening, in the arc family and supplied by candle with a 12-month warranty."
PRD0506,Vela Halo 605,Smart Home,Vela,551.69,277.55,2016,12,0.304,SKU-VEL00506,Home Automation,Atlas,White,SUP025,Vietnam,2016-09-18,GST_STANDARD,Box,True,True,"home automation designed for app-controlled room lighting, in the atlas family and supplied by vela with a 12-month warranty."
PRD0507,Candle Quest 606,Gaming,Candle,954.32,470.84,2014,24,1.21,SKU-CAN00507,Gaming Hardware,Bloom,Graphite,SUP026,Australia,2014-06-24,GST_STANDARD,Protective case,True,True,"gaming hardware designed for long desktop gaming sessions, in the bloom family and supplied by candle with a 24-month warranty."
PRD0508,Vela Wave 607,Wearable,Vela,513.6,329.86,2015,12,0.094,SKU-VEL00508,Health Wearable,Core,Graphite,SUP027,Australia,2015-09-03,GST_STANDARD,Recycled box,False,True,"health wearable designed for daily activity and sleep tracking, in the core family and supplied by vela with a 12-month warranty."
PRD0509,Candle Edge 608,Networking,Candle,246.73,155.5,2014,24,0.872,SKU-CAN00509,Connected Network,Edge,Silver,SUP028,Vietnam,2014-06-15,GST_STANDARD,Box,True,True,"connected network designed for home-office wireless coverage, in the edge family and supplied by candle with a 24-month warranty."
PRD0510,Vela Nova 609,Accessory,Vela,267.14,166.89,2017,12,0.18,SKU-VEL00510,Mobile Accessory,Echo,Green,SUP029,Malaysia,2017-09-27,GST_STANDARD,Protective case,True,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the echo family and supplied by vela with a 12-month warranty."
PRD0511,Candle Shift 610,Laptop,Candle,1327.08,1005.92,2015,24,1.651,SKU-CAN00511,Ultrabook,Flux,Gold,SUP030,Vietnam,2015-04-16,GST_STANDARD,Recycled box,True,True,"ultrabook designed for study, research and note taking, in the flux family and supplied by candle with a 24-month warranty."
PRD0512,Vela Atlas 611,Smartphone,Vela,853.36,522.37,2017,24,0.19,SKU-VEL00512,5G Smartphone,Halo,Graphite,SUP031,Korea,2017-06-21,GST_STANDARD,Box,True,True,"5g smartphone designed for mobile photography and messaging, in the halo family and supplied by vela with a 24-month warranty."
PRD0513,Candle Flux 612,Tablet,Candle,1335.99,985.65,2016,24,0.488,SKU-CAN00513,Productivity Tablet,Lumen,White,SUP032,China,2016-12-20,GST_STANDARD,Recycled box,False,True,"productivity tablet designed for portable media and video calls, in the lumen family and supplied by candle with a 24-month warranty."
PRD0514,Vela Pulse 613,Home Entertainment,Vela,2741.93,1578.43,2013,24,10.189,SKU-VEL00514,Smart Display,Nova,Graphite,SUP033,China,2013-10-06,GST_STANDARD,Box,False,True,"smart display designed for music and spoken-content playback, in the nova family and supplied by vela with a 24-month warranty."
PRD0515,Candle Vista 614,Audio,Candle,987.71,741.45,2013,12,0.505,SKU-CAN00515,Wireless Audio,Orbit,Black,SUP034,Japan,2013-03-24,GST_STANDARD,Recycled box,True,True,"wireless audio designed for music during focused desk work, in the orbit family and supplied by candle with a 12-month warranty."
PRD0516,Vela Core 615,Smart Home,Vela,339.27,172.76,2013,12,0.307,SKU-VEL00516,Home Automation,Pulse,Black,SUP035,Vietnam,2013-01-25,GST_STANDARD,Recycled box,True,True,"home automation designed for scheduled control of a household power outlet, in the pulse family and supplied by vela with a 12-month warranty."
PRD0517,Candle Lumen 616,Gaming,Candle,1601.01,1110.16,2014,24,0.891,SKU-CAN00517,Gaming Hardware,Quest,Green,SUP036,Malaysia,2014-11-16,GST_STANDARD,Box,True,True,"gaming hardware designed for casual games in a shared room, in the quest family and supplied by candle with a 24-month warranty."
PRD0518,Vela Ridge 617,Wearable,Vela,271.63,157.58,2015,12,0.141,SKU-VEL00518,Health Wearable,Ridge,Silver,SUP037,Australia,2015-09-07,GST_STANDARD,Protective case,True,True,"health wearable designed for walking and commute notifications, in the ridge family and supplied by vela with a 12-month warranty."
PRD0519,Candle Arc 618,Networking,Candle,154.53,80.45,2017,24,0.854,SKU-CAN00519,Connected Network,Shift,White,SUP001,Malaysia,2017-07-02,GST_STANDARD,Protective case,True,True,"connected network designed for connecting several shared household devices, in the shift family and supplied by candle with a 24-month warranty."
PRD0520,Vela Echo 619,Accessory,Vela,331.38,162.81,2016,12,0.226,SKU-VEL00520,Mobile Accessory,Spark,Red,SUP002,Vietnam,2016-08-07,GST_STANDARD,Box,True,True,"mobile accessory designed for protective storage during travel, in the spark family and supplied by vela with a 12-month warranty."
PRD0521,Candle Orbit 620,Laptop,Candle,1257.03,836.54,2013,24,1.175,SKU-CAN00521,Ultrabook,Vista,Blue,SUP003,Malaysia,2013-07-26,GST_STANDARD,Box,True,True,"ultrabook designed for creative projects and media editing, in the vista family and supplied by candle with a 24-month warranty."
PRD0522,Vela Spark 621,Smartphone,Vela,1754.68,1312.08,2014,24,0.266,SKU-VEL00522,5G Smartphone,Wave,Green,SUP004,China,2014-02-20,GST_STANDARD,Protective case,False,True,"5g smartphone designed for work calls and calendar management, in the wave family and supplied by vela with a 24-month warranty."
PRD0523,Candle Bloom 622,Tablet,Candle,911.73,575.83,2013,24,0.706,SKU-CAN00523,Productivity Tablet,Arc,White,SUP005,Vietnam,2013-11-21,GST_STANDARD,Box,True,True,"productivity tablet designed for field forms and client presentations, in the arc family and supplied by candle with a 24-month warranty."
PRD0524,Vela Halo 623,Home Entertainment,Vela,2636.76,1420.73,2012,24,10.012,SKU-VEL00524,Smart Display,Atlas,Black,SUP006,Vietnam,2012-07-13,GST_STANDARD,Box,False,True,"smart display designed for family media streaming, in the atlas family and supplied by vela with a 24-month warranty."
PRD0525,Candle Quest 624,Audio,Candle,1134.69,755.67,2014,12,0.657,SKU-CAN00525,Wireless Audio,Bloom,Silver,SUP007,Australia,2014-12-01,GST_STANDARD,Protective case,True,True,"wireless audio designed for video calls and online classes, in the bloom family and supplied by candle with a 12-month warranty."
PRD0526,Vela Wave 625,Smart Home,Vela,208.36,148.3,2015,12,0.385,SKU-VEL00526,Home Automation,Core,Green,SUP008,Korea,2015-06-11,GST_STANDARD,Protective case,True,True,"home automation designed for indoor temperature and humidity monitoring, in the core family and supplied by vela with a 12-month warranty."
PRD0527,Candle Edge 626,Gaming,Candle,1407.36,869.54,2016,24,0.966,SKU-CAN00527,Gaming Hardware,Edge,Blue,SUP009,Malaysia,2016-08-24,GST_STANDARD,Protective case,False,True,"gaming hardware designed for competitive play and voice communication, in the edge family and supplied by candle with a 24-month warranty."
PRD0528,Vela Nova 627,Wearable,Vela,478.44,307.92,2017,12,0.142,SKU-VEL00528,Health Wearable,Echo,Blue,SUP010,Japan,2017-06-03,GST_STANDARD,Box,True,True,"health wearable designed for exercise session summaries, in the echo family and supplied by vela with a 12-month warranty."
PRD0529,Candle Shift 628,Networking,Candle,952.92,630.5,2015,24,0.712,SKU-CAN00529,Connected Network,Flux,White,SUP011,Vietnam,2015-04-15,GST_STANDARD,Recycled box,True,True,"connected network designed for video meetings and media streaming, in the flux family and supplied by candle with a 24-month warranty."
PRD0530,Vela Atlas 629,Accessory,Vela,14.38,8.34,2014,12,0.203,SKU-VEL00530,Mobile Accessory,Halo,Graphite,SUP012,China,2014-11-05,GST_STANDARD,Protective case,True,True,"mobile accessory designed for charging-cable organisation, in the halo family and supplied by vela with a 12-month warranty."
PRD0531,Candle Flux 630,Laptop,Candle,2895.4,1852.62,2012,24,1.921,SKU-CAN00531,Ultrabook,Lumen,Red,SUP013,Malaysia,2012-08-19,GST_STANDARD,Recycled box,True,True,"ultrabook designed for shared home-office administration, in the lumen family and supplied by candle with a 24-month warranty."
PRD0532,Vela Pulse 631,Smartphone,Vela,1457.77,701.91,2015,24,0.263,SKU-VEL00532,5G Smartphone,Nova,White,SUP014,Korea,2015-07-07,GST_STANDARD,Protective case,False,True,"5g smartphone designed for travel planning and media use, in the nova family and supplied by vela with a 24-month warranty."
PRD0533,Candle Vista 632,Tablet,Candle,789.09,531.12,2012,24,0.779,SKU-CAN00533,Productivity Tablet,Orbit,Green,SUP015,Korea,2012-01-08,GST_STANDARD,Box,True,True,"productivity tablet designed for family learning and shared browsing, in the orbit family and supplied by candle with a 24-month warranty."
PRD0534,Vela Core 633,Home Entertainment,Vela,781.55,590.11,2012,24,8.312,SKU-VEL00534,Smart Display,Pulse,Graphite,SUP016,Japan,2012-04-18,GST_STANDARD,Protective case,True,True,"smart display designed for casual living-room gaming, in the pulse family and supplied by vela with a 24-month warranty."
PRD0535,Candle Lumen 634,Audio,Candle,536.13,401.52,2014,12,0.568,SKU-CAN00535,Wireless Audio,Quest,White,SUP017,Australia,2014-05-23,GST_STANDARD,Protective case,True,True,"wireless audio designed for shared-room music playback, in the quest family and supplied by candle with a 12-month warranty."
PRD0536,Vela Ridge 635,Smart Home,Vela,825.29,588.37,2012,12,0.305,SKU-VEL00536,Home Automation,Ridge,Silver,SUP018,Australia,2012-09-24,GST_STANDARD,Protective case,False,True,"home automation designed for door and window activity alerts, in the ridge family and supplied by vela with a 12-month warranty."
PRD0537,Candle Arc 636,Gaming,Candle,1904.34,915.96,2013,24,1.596,SKU-CAN00537,Gaming Hardware,Shift,Green,SUP019,Australia,2013-09-08,GST_STANDARD,Recycled box,False,True,"gaming hardware designed for portable gaming and travel, in the shift family and supplied by candle with a 24-month warranty."
PRD0538,Vela Echo 637,Wearable,Vela,1028.4,763.71,2015,12,0.097,SKU-VEL00538,Health Wearable,Spark,Gold,SUP020,China,2015-03-07,GST_STANDARD,Protective case,True,True,"health wearable designed for calendar alerts and quick message checks, in the spark family and supplied by vela with a 12-month warranty."
PRD0539,Candle Orbit 638,Networking,Candle,1463.75,822.15,2012,24,0.887,SKU-CAN00539,Connected Network,Vista,Green,SUP021,Malaysia,2012-09-02,GST_STANDARD,Recycled box,True,True,"connected network designed for guest-network and device management, in the vista family and supplied by candle with a 24-month warranty."
PRD0540,Vela Spark 639,Accessory,Vela,16.38,9.56,2012,12,0.225,SKU-VEL00540,Mobile Accessory,Wave,Black,SUP022,Australia,2012-07-03,GST_STANDARD,Box,True,True,"mobile accessory designed for connecting several devices through one compact adapter, in the wave family and supplied by vela with a 12-month warranty."
PRD0541,Candle Bloom 640,Laptop,Candle,1257.3,820.27,2016,24,1.566,SKU-CAN00541,Ultrabook,Arc,Green,SUP023,Australia,2016-10-11,GST_STANDARD,Box,False,True,"ultrabook designed for travel-based work and presentations, in the arc family and supplied by candle with a 24-month warranty."
PRD0542,Vela Halo 641,Smartphone,Vela,1879.25,1341.32,2015,24,0.227,SKU-VEL00542,5G Smartphone,Atlas,Red,SUP024,China,2015-05-07,GST_STANDARD,Protective case,True,True,"5g smartphone designed for family communication and casual apps, in the atlas family and supplied by vela with a 24-month warranty."
PRD0543,Candle Quest 642,Tablet,Candle,336.97,231.66,2013,24,0.626,SKU-CAN00543,Productivity Tablet,Bloom,Black,SUP025,Australia,2013-12-23,GST_STANDARD,Box,True,True,"productivity tablet designed for drawing and lightweight creative work, in the bloom family and supplied by candle with a 24-month warranty."
PRD0544,Vela Wave 643,Home Entertainment,Vela,1611.97,1052.23,2013,24,6.183,SKU-VEL00544,Smart Display,Core,Graphite,SUP026,China,2013-01-23,GST_STANDARD,Protective case,False,False,"smart display designed for presentations and photo viewing, in the core family and supplied by vela with a 24-month warranty."
PRD0545,Candle Edge 644,Audio,Candle,1080.38,623.94,2013,12,0.502,SKU-CAN00545,Wireless Audio,Edge,White,SUP027,Malaysia,2013-08-08,GST_STANDARD,Recycled box,True,True,"wireless audio designed for long listening sessions at home, in the edge family and supplied by candle with a 12-month warranty."
PRD0546,Vela Nova 645,Smart Home,Vela,227.79,171.18,2013,12,0.426,SKU-VEL00546,Home Automation,Echo,Black,SUP028,Australia,2013-09-05,GST_STANDARD,Protective case,True,True,"home automation designed for automated blind and curtain routines, in the echo family and supplied by vela with a 12-month warranty."
PRD0547,Candle Shift 646,Gaming,Candle,1638.11,879.64,2015,24,1.031,SKU-CAN00547,Gaming Hardware,Flux,Black,SUP029,Korea,2015-04-23,GST_STANDARD,Protective case,True,True,"gaming hardware designed for game streaming and media capture, in the flux family and supplied by candle with a 24-month warranty."
PRD0548,Vela Atlas 647,Wearable,Vela,952.05,531.24,2017,12,0.142,SKU-VEL00548,Health Wearable,Halo,Black,SUP030,Malaysia,2017-02-13,GST_STANDARD,Protective case,True,True,"health wearable designed for habit reminders and everyday timekeeping, in the halo family and supplied by vela with a 12-month warranty."
PRD0549,Candle Flux 648,Networking,Candle,660.48,351.17,2015,24,0.67,SKU-CAN00549,Connected Network,Lumen,Black,SUP031,Korea,2015-08-15,GST_STANDARD,Recycled box,True,True,"connected network designed for extending coverage between rooms, in the lumen family and supplied by candle with a 24-month warranty."
PRD0550,Vela Pulse 649,Accessory,Vela,112.99,71.39,2013,12,0.131,SKU-VEL00550,Mobile Accessory,Nova,Red,SUP032,Japan,2013-01-11,GST_STANDARD,Recycled box,True,True,"mobile accessory designed for hands-free device support in a shared workspace, in the nova family and supplied by vela with a 12-month warranty."
PRD0551,Candle Vista 650,Laptop,Candle,2204.48,1649.06,2017,24,1.678,SKU-CAN00551,Ultrabook,Orbit,Green,SUP033,Australia,2017-07-21,GST_STANDARD,Protective case,True,True,"ultrabook designed for portable document work and video meetings, in the orbit family and supplied by candle with a 24-month warranty."
PRD0552,Vela Core 651,Smartphone,Vela,643.85,340.59,2015,24,0.186,SKU-VEL00552,5G Smartphone,Pulse,Graphite,SUP034,Vietnam,2015-06-20,GST_STANDARD,Protective case,True,True,"5g smartphone designed for daily communication and navigation, in the pulse family and supplied by vela with a 24-month warranty."
PRD0553,Candle Lumen 652,Tablet,Candle,941.32,491.05,2015,24,0.466,SKU-CAN00553,Productivity Tablet,Quest,White,SUP035,Malaysia,2015-01-25,GST_STANDARD,Recycled box,True,True,"productivity tablet designed for reading, annotation and handwritten notes, in the quest family and supplied by candle with a 24-month warranty."
PRD0554,Vela Ridge 653,Home Entertainment,Vela,1054.0,771.5,2016,24,7.263,SKU-VEL00554,Smart Display,Ridge,Black,SUP036,Korea,2016-08-07,GST_STANDARD,Protective case,True,True,"smart display designed for shared film and television viewing, in the ridge family and supplied by vela with a 24-month warranty."
PRD0555,Candle Arc 654,Audio,Candle,159.32,120.68,2015,12,0.627,SKU-CAN00555,Wireless Audio,Shift,Graphite,SUP037,Australia,2015-09-26,GST_STANDARD,Protective case,True,True,"wireless audio designed for commuting and spoken-content listening, in the shift family and supplied by candle with a 12-month warranty."
PRD0556,Vela Echo 655,Smart Home,Vela,365.44,251.8,2012,12,0.423,SKU-VEL00556,Home Automation,Spark,Red,SUP001,China,2012-11-20,GST_STANDARD,Recycled box,True,True,"home automation designed for app-controlled room lighting, in the spark family and supplied by vela with a 12-month warranty."
PRD0557,Candle Orbit 656,Gaming,Candle,114.56,82.41,2013,24,1.218,SKU-CAN00557,Gaming Hardware,Vista,Gold,SUP002,Australia,2013-11-18,GST_STANDARD,Recycled box,True,True,"gaming hardware designed for long desktop gaming sessions, in the vista family and supplied by candle with a 24-month warranty."
PRD0558,Vela Spark 657,Wearable,Vela,383.39,207.5,2016,12,0.134,SKU-VEL00558,Health Wearable,Wave,Black,SUP003,Vietnam,2016-03-22,GST_STANDARD,Protective case,True,True,"health wearable designed for daily activity and sleep tracking, in the wave family and supplied by vela with a 12-month warranty."
PRD0559,Candle Bloom 658,Networking,Candle,531.55,268.03,2015,24,0.742,SKU-CAN00559,Connected Network,Arc,Blue,SUP004,Japan,2015-05-13,GST_STANDARD,Box,True,True,"connected network designed for home-office wireless coverage, in the arc family and supplied by candle with a 24-month warranty."
PRD0560,Vela Halo 659,Accessory,Vela,176.65,102.92,2012,12,0.183,SKU-VEL00560,Mobile Accessory,Atlas,Green,SUP005,Vietnam,2012-09-09,GST_STANDARD,Recycled box,False,True,"mobile accessory designed for adjustable desk mounting and device positioning, in the atlas family and supplied by vela with a 12-month warranty."
PRD0561,Candle Quest 660,Laptop,Candle,1381.26,923.56,2017,24,1.269,SKU-CAN00561,Ultrabook,Bloom,White,SUP006,Vietnam,2017-12-13,GST_STANDARD,Recycled box,True,True,"ultrabook designed for study, research and note taking, in the bloom family and supplied by candle with a 24-month warranty."
PRD0562,Vela Wave 661,Smartphone,Vela,670.44,324.12,2013,24,0.221,SKU-VEL00562,5G Smartphone,Core,Gold,SUP007,China,2013-11-08,GST_STANDARD,Recycled box,True,True,"5g smartphone designed for mobile photography and messaging, in the core family and supplied by vela with a 24-month warranty."
PRD0563,Candle Edge 662,Tablet,Candle,1356.35,766.76,2015,24,0.651,SKU-CAN00563,Productivity Tablet,Edge,Black,SUP008,Japan,2015-08-18,GST_STANDARD,Protective case,False,True,"productivity tablet designed for portable media and video calls, in the edge family and supplied by candle with a 24-month warranty."
PRD0564,Vela Nova 663,Home Entertainment,Vela,2199.8,1105.11,2014,24,6.205,SKU-VEL00564,Smart Display,Echo,Green,SUP009,Australia,2014-03-19,GST_STANDARD,Recycled box,False,True,"smart display designed for music and spoken-content playback, in the echo family and supplied by vela with a 24-month warranty."
PRD0565,Candle Shift 664,Audio,Candle,1021.79,721.13,2016,12,0.377,SKU-CAN00565,Wireless Audio,Flux,Blue,SUP010,Australia,2016-08-05,GST_STANDARD,Protective case,False,True,"wireless audio designed for music during focused desk work, in the flux family and supplied by candle with a 12-month warranty."
PRD0566,Vela Atlas 665,Smart Home,Vela,150.7,97.57,2014,12,0.396,SKU-VEL00566,Home Automation,Halo,Green,SUP011,Australia,2014-07-16,GST_STANDARD,Protective case,True,True,"home automation designed for scheduled control of a household power outlet, in the halo family and supplied by vela with a 12-month warranty."
